,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
2827,2023-01-26 14:49:01.000,General ,INSTAGRAM,Community Engagement ,6148,0,Photo
2828,2023-01-26 14:48:47.000,General ,INSTAGRAM,Community Engagement ,6456,0,Photo
2829,2023-01-26 14:46:49.000,General ,INSTAGRAM,Community Engagement ,71742,5472,Photo
2830,2023-01-26 14:46:39.874,General ,TWITTER,Community Engagement ,49014,1816,Photo
2831,2023-01-26 14:44:25.795,DOTA2,TWITTER,Community Engagement ,30805,1366,Photo
2832,2023-01-26 14:44:23.000,General ,FBPAGE,Community Engagement ,65929,21058,Photo
2833,2023-01-26 14:33:27.000,General ,FBPAGE,Community Engagement ,24656,4494,Photo
2834,2023-01-26 14:33:16.005,DOTA2,TWITTER,Community Engagement ,1468,80,Photo
2835,2023-01-26 14:09:28.000,General ,INSTAGRAM,Community Engagement ,7305,0,Photo
2836,2023-01-26 13:59:19.419,General ,TWITTER,Community Engagement ,12001,233,Photo
2837,2023-01-26 13:51:34.000,General ,FBPAGE,Community Engagement ,0,0,Text
2838,2023-01-26 13:51:10.000,General ,FBPAGE,Community Engagement ,0,0,Text
2839,2023-01-26 13:50:59.000,General ,FBPAGE,Community Engagement ,0,0,Text
2840,2023-01-26 13:50:28.000,General ,FBPAGE,Community Engagement ,0,0,Text
2841,2023-01-26 13:50:10.000,General ,FBPAGE,Community Engagement ,0,0,Text
2842,2023-01-26 13:49:02.000,General ,FBPAGE,Community Engagement ,0,0,Text
2843,2023-01-26 13:46:56.000,General ,FBPAGE,Community Engagement ,0,0,Text
2844,2023-01-26 13:46:36.000,General ,FBPAGE,Community Engagement ,0,0,Text
2845,2023-01-26 13:45:57.000,General ,FBPAGE,Community Engagement ,0,0,Text
2846,2023-01-26 13:45:40.000,General ,FBPAGE,Community Engagement ,0,0,Text
2847,2023-01-26 13:45:30.000,General ,FBPAGE,Community Engagement ,0,0,Text
2848,2023-01-26 13:44:52.000,General ,FBPAGE,Community Engagement ,0,0,Text
2849,2023-01-26 13:41:03.000,General ,FBPAGE,Community Engagement ,0,0,Text
2850,2023-01-26 13:39:59.205,DOTA2,TWITTER,Community Engagement ,2328,155,Photo
2851,2023-01-26 13:39:56.000,General ,FBPAGE,Community Engagement ,50696,8065,Photo
2852,2023-01-26 13:26:20.562,General ,TWITTER,Community Engagement ,1109,44,Photo
2853,2023-01-26 13:13:00.676,DOTA2,TWITTER,Community Engagement ,1640,68,Video
2854,2023-01-26 13:12:16.380,DOTA2,TWITTER,Community Engagement ,677,21,Photo
2855,2023-01-26 13:05:04.178,General ,TWITTER,Community Engagement ,33588,1788,Photo
2856,2023-01-26 12:45:23.000,General ,FBPAGE,Community Engagement ,0,0,Link
2857,2023-01-26 12:45:14.198,DOTA2,TWITTER,Community Engagement ,1236,64,Photo
2858,2023-01-26 12:45:10.000,General ,FBPAGE,Community Engagement ,32172,4627,Photo
2859,2023-01-26 12:41:03.543,CSGO,TWITTER,N/A ,0,0,Text
2860,2023-01-26 12:41:02.129,CSGO,TWITTER,N/A ,0,0,Text
2861,2023-01-26 12:41:00.358,CSGO,TWITTER,N/A ,0,0,Text
2862,2023-01-26 12:21:10.539,General ,TWITTER,Community Engagement ,3372,76,Video
2863,2023-01-26 12:00:01.346,General ,TWITTER,Community Engagement ,9785,101,Text
2864,2023-01-26 11:47:08.615,DOTA2,TWITTER,N/A ,0,0,Text
2865,2023-01-26 11:31:01.919,DOTA2,TWITTER,N/A ,0,0,Text
2866,2023-01-26 11:30:56.179,DOTA2,TWITTER,N/A ,0,0,Text
2867,2023-01-26 11:24:10.266,DOTA2,TWITTER,Community Engagement ,3883,322,Photo
2868,2023-01-26 11:24:05.000,General ,FBPAGE,Community Engagement ,45688,8680,Photo
2869,2023-01-26 11:23:07.000,General ,TIKTOK_BUSINESS,Community Engagement ,768,85,Video
2870,2023-01-26 11:00:10.357,General ,TWITTER,Community Engagement ,14156,521,Photo
2871,2023-01-26 11:00:05.433,General ,TWITTER,Community Engagement ,621,30,Video
2872,2023-01-26 10:02:36.000,General ,FBPAGE,Community Engagement ,0,0,Photo
2873,2023-01-26 10:02:35.000,General ,FBPAGE,Community Engagement ,0,0,Photo
2874,2023-01-26 10:02:04.318,DOTA2,TWITTER,Community Engagement ,679,16,Photo
2875,2023-01-26 10:00:02.291,DOTA2,TWITTER,Community Engagement ,1562,68,Photo
2876,2023-01-26 10:00:02.000,General ,FBPAGE,Community Engagement ,10429,823,Photo
2877,2023-01-26 09:16:01.834,DOTA2,TWITTER,Community Engagement ,177,2,Text
2878,2023-01-26 09:12:56.718,DOTA2,TWITTER,Community Engagement ,315,16,Text
2879,2023-01-26 09:08:00.523,General ,TWITTER,Community Engagement ,6673,668,Video
2880,2023-01-26 09:00:16.000,General ,INSTAGRAM,Community Engagement ,29416,748,Carousel
2881,2023-01-26 09:00:03.318,General ,TWITTER,Community Engagement ,214636,8985,Photo
2882,2023-01-26 09:00:02.000,General ,FBPAGE,Community Engagement ,36503,2115,Photo
2883,2023-01-26 08:45:01.000,General ,FBPAGE,Community Engagement ,0,0,Text
2884,2023-01-26 08:10:43.000,General ,FBPAGE,Community Engagement ,0,0,Photo
2885,2023-01-26 08:10:43.000,General ,FBPAGE,Community Engagement ,0,0,Photo
2886,2023-01-26 08:10:23.339,DOTA2,TWITTER,Community Engagement ,1266,81,Photo
2887,2023-01-26 08:10:02.000,General ,FBPAGE,Community Engagement ,7737,1594,Photo
2888,2023-01-26 08:10:00.319,DOTA2,TWITTER,Community Engagement ,4230,397,Photo
2889,2023-01-25 23:39:49.652,General ,TWITTER,Community Engagement ,1935,121,Video
2890,2023-01-25 16:16:59.900,General ,TWITTER,Community Engagement ,921,45,Video
2891,2023-01-25 16:01:35.534,General ,TWITTER,Community Engagement ,666,35,Video
2892,2023-01-25 16:01:21.832,General ,TWITTER,Community Engagement ,17221,541,Photo
2893,2023-01-25 15:58:16.836,General ,TWITTER,Community Engagement ,744,23,Video
2894,2023-01-25 15:57:57.128,General ,TWITTER,Community Engagement ,1140,57,Video
2895,2023-01-25 15:55:16.723,General ,TWITTER,Community Engagement ,750,43,Video
2896,2023-01-25 15:01:35.458,General ,TWITTER,Community Engagement ,8540,31,Link
2897,2023-01-25 15:00:53.344,General ,TWITTER,Community Engagement ,14488,900,Video
2898,2023-01-25 14:58:51.671,General ,TWITTER,Community Engagement ,6680,727,Video
2899,2023-01-25 14:00:02.578,DOTA2,TWITTER,Community Engagement ,18726,1649,Photo
2900,2023-01-25 14:00:01.000,General ,FBPAGE,Community Engagement ,80460,34672,Photo
2901,2023-01-25 13:22:30.204,General ,TWITTER,Community Engagement ,3987,251,Photo
2902,2023-01-25 13:00:36.023,General ,TWITTER,Community Engagement ,8431,34,Link
2903,2023-01-25 13:00:20.641,General ,TWITTER,Community Engagement ,14133,374,Photo
2904,2023-01-25 12:42:16.000,General ,INSTAGRAM,Community Engagement ,1500,52,Video
2905,2023-01-25 12:41:21.000,General ,YOUTUBE,Community Engagement ,2213,38,Video
2906,2023-01-25 12:39:17.000,General ,TIKTOK_BUSINESS,Community Engagement ,1592,91,Video
2907,2023-01-25 12:06:28.500,General ,TWITTER,Community Engagement ,127,7,Text
2908,2023-01-25 11:39:36.472,General ,TWITTER,Community Engagement ,1088,27,Photo
2909,2023-01-25 11:26:23.000,General ,TIKTOK_BUSINESS,Community Engagement ,649,47,Video
2910,2023-01-25 11:20:16.965,General ,TWITTER,Community Engagement ,27032,845,Video
2911,2023-01-25 11:17:21.332,General ,TWITTER,Community Engagement ,4740,247,Photo
2912,2023-01-25 11:10:13.087,DOTA2,TWITTER,Community Engagement ,2522,231,Video
2913,2023-01-25 11:06:11.023,General ,TWITTER,Community Engagement ,12341,204,Link
2914,2023-01-25 11:06:07.000,General ,FBPAGE,Community Engagement ,21361,3158,Video
2915,2023-01-25 11:01:03.073,General ,INSTAGRAM,N/A ,0,0,Text
2916,2023-01-25 11:01:03.046,General ,INSTAGRAM,N/A ,0,0,Text
2917,2023-01-25 11:01:03.038,General ,INSTAGRAM,N/A ,0,0,Text
2918,2023-01-25 11:01:03.012,General ,INSTAGRAM,N/A ,0,0,Text
2919,2023-01-25 11:00:59.534,General ,TWITTER,Community Engagement ,256502,12348,Video
2920,2023-01-25 11:00:55.000,General ,INSTAGRAM,Community Engagement ,12594,244,Video
2921,2023-01-25 11:00:00.000,General ,FBPAGE,Community Engagement ,17968,1121,Video
2922,2023-01-25 10:24:00.000,Content Creators,YOUTUBE,Community Engagement ,1839,88,Video
2923,2023-01-25 10:03:19.629,General ,TWITTER,Community Engagement ,2772,63,Text
2924,2023-01-25 09:22:42.000,General ,INSTAGRAM,Community Engagement ,7505,0,Photo
2925,2023-01-25 08:54:37.011,DOTA2,TWITTER,N/A ,0,0,Text
2926,2023-01-25 08:54:24.374,DOTA2,TWITTER,N/A ,0,0,Text
2927,2023-01-25 08:52:18.447,DOTA2,TWITTER,N/A ,0,0,Text
2928,2023-01-25 08:52:06.011,DOTA2,TWITTER,N/A ,0,0,Text
2929,2023-01-24 19:09:05.000,General ,YOUTUBE,N/A ,0,0,Video
2930,2023-01-24 18:33:53.955,DOTA2,TWITTER,N/A ,85,1,Text
2931,2023-01-24 18:33:24.095,DOTA2,TWITTER,N/A ,103,0,Text
2932,2023-01-24 16:48:36.000,General ,FBPAGE,Community Engagement ,0,0,Text
2933,2023-01-24 16:47:17.000,General ,FBPAGE,Community Engagement ,0,0,Text
2934,2023-01-24 16:44:25.142,DOTA2,TWITTER,Community Engagement ,1460,53,Text
2935,2023-01-24 16:44:24.254,DOTA2,TWITTER,Community Engagement ,2028,373,Mixed
2936,2023-01-24 16:44:16.000,General ,FBPAGE,Community Engagement ,57267,14080,Photo
2937,2023-01-24 16:44:16.000,General ,FBPAGE,Community Engagement ,28634,7040,Photo
2938,2023-01-24 16:44:16.000,General ,FBPAGE,Community Engagement ,28634,7040,Photo
2939,2023-01-24 16:40:49.000,General ,YOUTUBE,Community Engagement ,11733,586,Video
2940,2023-01-24 16:30:00.000,General ,TIKTOK_BUSINESS,Community Engagement ,309,24,Video
2941,2023-01-24 16:27:38.000,Content Creators,YOUTUBE,Community Engagement ,0,0,Text
2942,2023-01-24 16:27:25.000,Content Creators,YOUTUBE,Community Engagement ,0,0,Text
2943,2023-01-24 15:54:04.718,DOTA2,TWITTER,Community Engagement ,3207,354,Photo
2944,2023-01-24 15:45:02.000,General ,FBPAGE,Community Engagement ,40529,5544,Photo
2945,2023-01-24 15:45:00.332,DOTA2,TWITTER,Community Engagement ,3521,194,Photo
2946,2023-01-24 15:37:46.220,General ,TWITTER,Community Engagement ,496,16,Photo
2947,2023-01-24 15:31:25.922,General ,TWITTER,Community Engagement ,2980,64,Text
2948,2023-01-24 15:05:15.302,DOTA2,TWITTER,Community Engagement ,1428,76,Text
2949,2023-01-24 15:00:14.000,General ,INSTAGRAM,Community Engagement ,19879,1109,Carousel
2950,2023-01-24 15:00:07.684,General ,TWITTER,Community Engagement ,26409,913,Photo
2951,2023-01-24 15:00:01.000,General ,TIKTOK_BUSINESS,Community Engagement ,178,11,Video
2952,2023-01-24 14:50:35.396,DOTA2,TWITTER,Community Engagement ,4527,371,Photo
2953,2023-01-24 14:50:17.000,General ,FBPAGE,Community Engagement ,42426,9780,Photo
2954,2023-01-24 14:46:41.603,General ,INSTAGRAM,N/A ,0,0,Text
2955,2023-01-24 14:46:41.473,General ,INSTAGRAM,N/A ,0,0,Text
2956,2023-01-24 14:46:41.457,General ,INSTAGRAM,N/A ,0,0,Text
2957,2023-01-24 14:46:26.000,General ,INSTAGRAM,Community Engagement ,386,3,Video
2958,2023-01-24 14:43:47.499,DOTA2,TWITTER,Community Engagement ,2658,207,Photo
2959,2023-01-24 14:43:44.000,General ,FBPAGE,Community Engagement ,48472,12154,Photo
2960,2023-01-24 14:25:20.528,DOTA2,TWITTER,Community Engagement ,167,2,Text
2961,2023-01-24 14:06:15.049,DOTA2,TWITTER,Community Engagement ,2024,113,Text
2962,2023-01-24 14:06:10.000,General ,YOUTUBE,Community Engagement ,993,31,Video
2963,2023-01-24 14:02:23.820,General ,TWITTER,Community Engagement ,900,36,Text
2964,2023-01-24 14:00:03.150,General ,TWITTER,Evil Exhibited ,215328,4320,Photo
2965,2023-01-24 13:51:22.000,General ,FBPAGE,Community Engagement ,49693,13199,Photo
2966,2023-01-24 13:50:57.801,DOTA2,TWITTER,Community Engagement ,4710,369,Photo
2967,2023-01-24 13:46:26.000,General ,FBPAGE,Community Engagement ,28735,10943,Video
2968,2023-01-24 13:45:14.417,DOTA2,TWITTER,Community Engagement ,4710,820,Video
2969,2023-01-24 13:37:32.000,General ,INSTAGRAM,Community Engagement ,5015,0,Video
2970,2023-01-24 13:36:24.000,General ,INSTAGRAM,Community Engagement ,5460,0,Photo
2971,2023-01-24 13:34:35.000,General ,INSTAGRAM,Community Engagement ,5829,0,Photo
2972,2023-01-24 13:34:07.000,General ,FBPAGE,Community Engagement ,0,0,Text
2973,2023-01-24 13:33:50.000,General ,FBPAGE,Community Engagement ,0,0,Text
2974,2023-01-24 13:31:38.160,DOTA2,TWITTER,Community Engagement ,99,0,Text
2975,2023-01-24 13:30:01.000,General ,TIKTOK_BUSINESS,Community Engagement ,187,13,Video
2976,2023-01-24 13:20:28.000,General ,FBPAGE,Community Engagement ,42461,5584,Photo
2977,2023-01-24 13:19:15.419,DOTA2,TWITTER,Community Engagement ,3905,125,Photo
2978,2023-01-24 13:05:59.000,General ,FBPAGE,Community Engagement ,0,0,Link
2979,2023-01-24 13:05:38.364,DOTA2,TWITTER,Community Engagement ,1668,93,Photo
2980,2023-01-24 13:05:34.000,General ,FBPAGE,Community Engagement ,39161,4822,Photo
2981,2023-01-24 12:42:23.266,DOTA2,TWITTER,Community Engagement ,205,11,Text
2982,2023-01-24 12:08:55.000,General ,YOUTUBE,Community Engagement ,763,27,Video
2983,2023-01-24 12:04:57.000,General ,YOUTUBE,Community Engagement ,1127,25,Video
2984,2023-01-24 12:00:38.467,General ,TWITTER,Community Engagement ,18112,559,Video
2985,2023-01-24 11:48:23.000,General ,YOUTUBE,Community Engagement ,1028,47,Video
2986,2023-01-24 11:46:23.000,General ,INSTAGRAM,Community Engagement ,13229,199,Video
2987,2023-01-24 11:43:56.000,General ,TIKTOK_BUSINESS,Community Engagement ,381,41,Video
2988,2023-01-24 11:13:59.717,General ,TWITTER,Community Engagement ,2486,69,Text
2989,2023-01-24 11:00:10.669,General ,TWITTER,Community Engagement ,26253,439,Photo
2990,2023-01-24 10:01:36.344,General ,TWITTER,Community Engagement ,1232,33,Text
2991,2023-01-24 10:00:03.435,General ,TWITTER,Evil Exhibited ,449596,8764,Photo
2992,2023-01-24 09:33:55.838,CSGO,TWITTER,Community Engagement ,212,8,Text
2993,2023-01-24 09:10:39.530,CSGO,TWITTER,Community Engagement ,6662,371,Text
2994,2023-01-24 09:08:38.000,General ,FBPAGE,Community Engagement ,0,0,Text
2995,2023-01-24 08:54:01.000,General ,INSTAGRAM,Community Engagement ,4872,0,Photo
2996,2023-01-24 08:53:19.121,CSGO,TWITTER,Community Engagement ,1652,35,Photo
2997,2023-01-24 08:16:46.285,CSGO,TWITTER,Community Engagement ,740,47,Photo
2998,2023-01-24 08:09:05.741,CSGO,TWITTER,Community Engagement ,21913,2833,Video
2999,2023-01-24 08:00:43.467,DOTA2,TWITTER,Community Engagement ,1139,55,Photo
3000,2023-01-24 08:00:26.000,General ,FBPAGE,Community Engagement ,0,0,Photo
3001,2023-01-24 08:00:26.000,General ,FBPAGE,Community Engagement ,0,0,Photo
3002,2023-01-24 08:00:02.793,DOTA2,TWITTER,Community Engagement ,5173,371,Photo
3003,2023-01-24 08:00:01.000,General ,FBPAGE,Community Engagement ,8411,1445,Photo
3004,2023-01-24 07:56:45.000,General ,INSTAGRAM,Community Engagement ,5002,0,Photo
3005,2023-01-24 07:55:53.191,CSGO,TWITTER,Community Engagement ,2705,84,Photo
3006,2023-01-24 07:45:16.818,CSGO,TWITTER,Community Engagement ,1456,70,Text
3007,2023-01-24 07:44:36.536,CSGO,TWITTER,Community Engagement ,8513,1416,Video
3008,2023-01-24 07:07:56.513,CSGO,TWITTER,N/A ,0,0,Video
3009,2023-01-24 07:01:30.626,CSGO,TWITTER,Community Engagement ,8314,676,Video
3010,2023-01-24 06:58:15.000,General ,INSTAGRAM,Community Engagement ,5070,0,Photo
3011,2023-01-24 06:57:41.966,CSGO,TWITTER,Community Engagement ,2122,101,Photo
3012,2023-01-24 06:33:18.553,CSGO,TWITTER,Community Engagement ,5939,623,Video
3013,2023-01-24 06:23:51.768,CSGO,TWITTER,Community Engagement ,3659,468,Video
3014,2023-01-24 06:01:53.000,General ,INSTAGRAM,Community Engagement ,5605,0,Photo
3015,2023-01-24 06:01:51.825,CSGO,TWITTER,Community Engagement ,4710,138,Photo
3016,2023-01-23 19:05:29.875,General ,TWITTER,Community Engagement ,341,18,Text
3017,2023-01-23 15:57:48.809,DOTA2,TWITTER,N/A ,1541,224,Video
3018,2023-01-23 15:57:46.000,General ,FBPAGE,N/A ,28137,4813,Video
3019,2023-01-23 15:53:51.921,DOTA2,TWITTER,N/A ,0,0,Text
3020,2023-01-23 14:31:24.000,General ,INSTAGRAM,N/A ,5368,0,Photo
3021,2023-01-23 14:30:45.768,General ,TWITTER,Community Engagement ,21470,212,Photo
3022,2023-01-23 14:16:44.000,General ,INSTAGRAM,N/A ,179,1,Video
3023,2023-01-23 14:15:29.126,DOTA2,TWITTER,N/A ,542,13,Text
3024,2023-01-23 14:14:19.000,General ,YOUTUBE,N/A ,5070,153,Video
3025,2023-01-23 14:14:15.179,DOTA2,TWITTER,N/A ,622,18,Text
3026,2023-01-23 14:10:50.000,General ,TIKTOK_BUSINESS,N/A ,1603,128,Video
3027,2023-01-23 13:09:38.000,General ,INSTAGRAM,N/A ,6180,0,Photo
3028,2023-01-23 13:09:37.439,General ,TWITTER,Community Engagement ,15715,103,Photo
3029,2023-01-23 12:47:06.225,General ,TWITTER,N/A ,451,11,Text
3030,2023-01-23 12:34:04.000,General ,FBPAGE,N/A ,0,0,Text
3031,2023-01-23 12:33:53.000,General ,FBPAGE,N/A ,0,0,Text
3032,2023-01-23 12:33:25.000,General ,FBPAGE,N/A ,0,0,Text
3033,2023-01-23 12:33:17.000,General ,FBPAGE,N/A ,0,0,Text
3034,2023-01-23 12:26:44.078,DOTA2,TWITTER,N/A ,69,8,Text
3035,2023-01-23 12:23:16.000,General ,FBPAGE,N/A ,51864,8664,Photo
3036,2023-01-23 12:22:55.408,DOTA2,TWITTER,N/A ,5056,329,Photo
3037,2023-01-23 11:38:50.000,General ,FBPAGE,Community Engagement ,39880,2124,Photo
3038,2023-01-23 11:00:13.000,General ,INSTAGRAM,Community Engagement ,38933,1360,Photo
3039,2023-01-23 11:00:02.545,General ,TWITTER,Community Engagement ,120607,1910,Photo
3040,2023-01-23 09:55:12.578,CSGO,TWITTER,N/A ,372,14,Text
3041,2023-01-23 09:34:44.000,General ,TIKTOK_BUSINESS,N/A ,470,54,Video
3042,2023-01-23 09:20:09.063,General ,INSTAGRAM,N/A ,0,0,Text
3043,2023-01-23 09:20:09.044,General ,INSTAGRAM,N/A ,0,0,Text
3044,2023-01-23 09:20:09.039,General ,INSTAGRAM,N/A ,0,0,Text
3045,2023-01-23 09:19:56.000,General ,INSTAGRAM,N/A ,13477,192,Video
3046,2023-01-23 08:46:26.593,General ,TWITTER,N/A ,1716,20,Text
3047,2023-01-22 21:32:56.000,Content Creators,YOUTUBE,N/A ,0,0,Text
3048,2023-01-22 20:31:22.278,CSGO,TWITTER,N/A ,0,0,Text
3049,2023-01-22 20:31:12.188,CSGO,TWITTER,N/A ,0,0,Text
3050,2023-01-22 20:31:06.620,CSGO,TWITTER,N/A ,0,0,Text
3051,2023-01-22 19:30:37.000,General ,FBPAGE,Community Engagement ,15207,1098,Video
3052,2023-01-22 18:56:27.444,General ,TWITTER,Community Engagement ,25487,164,Text
3053,2023-01-22 17:23:13.412,General ,TWITTER,N/A ,5406,78,Text
3054,2023-01-22 17:14:26.112,DOTA2,TWITTER,N/A ,210,4,Text
3055,2023-01-22 17:11:49.000,General ,FBPAGE,N/A ,43692,11795,Photo
3056,2023-01-22 17:11:37.280,DOTA2,TWITTER,N/A ,3089,280,Photo
3057,2023-01-22 17:05:39.000,General ,INSTAGRAM,N/A ,7643,0,Photo
3058,2023-01-22 17:04:48.000,General ,FBPAGE,Community Engagement ,30556,2130,Photo
3059,2023-01-22 17:03:00.000,General ,FBPAGE,N/A ,40580,6751,Photo
3060,2023-01-22 17:02:50.459,DOTA2,TWITTER,N/A ,5846,368,Photo
3061,2023-01-22 16:53:25.000,General ,FBPAGE,N/A ,0,0,Text
3062,2023-01-22 16:51:54.000,General ,FBPAGE,N/A ,0,0,Text
3063,2023-01-22 16:35:24.000,General ,FBPAGE,N/A ,0,0,Text
3064,2023-01-22 16:34:57.000,General ,FBPAGE,N/A ,0,0,Text
3065,2023-01-22 16:34:28.000,General ,FBPAGE,N/A ,0,0,Text
3066,2023-01-22 16:14:21.000,General ,FBPAGE,N/A ,45193,7531,Photo
3067,2023-01-22 16:13:45.503,DOTA2,TWITTER,N/A ,2495,161,Photo
3068,2023-01-22 15:54:08.000,General ,FBPAGE,N/A ,32649,4202,Text
3069,2023-01-22 15:53:44.850,DOTA2,TWITTER,N/A ,3431,195,Text
3070,2023-01-22 15:23:29.000,General ,FBPAGE,N/A ,0,0,Text
3071,2023-01-22 15:21:12.000,General ,FBPAGE,N/A ,0,0,Text
3072,2023-01-22 15:14:04.000,General ,FBPAGE,N/A ,0,0,Link
3073,2023-01-22 15:13:37.000,General ,FBPAGE,N/A ,39541,6427,Photo
3074,2023-01-22 15:13:31.302,DOTA2,TWITTER,N/A ,2498,149,Photo
3075,2023-01-22 15:12:59.000,General ,INSTAGRAM,N/A ,8523,0,Photo
3076,2023-01-22 15:12:54.000,General ,FBPAGE,Community Engagement ,13907,331,Photo
3077,2023-01-22 15:02:19.064,General ,TWITTER,N/A ,1330,22,Text
3078,2023-01-22 15:00:56.118,General ,TWITTER,N/A ,778,9,Text
3079,2023-01-22 14:33:04.525,General ,INSTAGRAM,N/A ,0,0,Text
3080,2023-01-22 14:33:04.498,General ,INSTAGRAM,N/A ,0,0,Text
3081,2023-01-22 14:33:04.492,General ,INSTAGRAM,N/A ,0,0,Text
3082,2023-01-22 14:32:46.000,General ,INSTAGRAM,N/A ,11912,205,Video
3083,2023-01-22 14:30:38.000,General ,INSTAGRAM,Community Engagement ,18361,900,Photo
3084,2023-01-22 13:44:50.000,General ,YOUTUBE,N/A ,533,23,Video
3085,2023-01-22 13:31:05.000,General ,TIKTOK_BUSINESS,N/A ,767,88,Video
3086,2023-01-22 13:21:32.000,General ,INSTAGRAM,N/A ,0,0,Video
3087,2023-01-22 13:21:08.000,General ,INSTAGRAM,N/A ,0,0,Video
3088,2023-01-22 13:01:27.000,General ,YOUTUBE,N/A ,0,0,Text
3089,2023-01-22 12:51:24.752,DOTA2,TWITTER,N/A ,1621,104,Photo
3090,2023-01-22 11:32:44.000,General ,TIKTOK_BUSINESS,N/A ,367,22,Video
3091,2023-01-22 11:05:17.748,General ,TWITTER,N/A ,156,5,Text
3092,2023-01-22 11:04:50.597,General ,TWITTER,N/A ,329,9,Link
3093,2023-01-22 11:04:18.586,General ,TWITTER,Community Engagement ,38750,2215,Video
3094,2023-01-22 09:58:37.000,General ,FBPAGE,N/A ,0,0,Photo
3095,2023-01-22 09:58:36.000,General ,FBPAGE,N/A ,0,0,Photo
3096,2023-01-22 09:58:00.229,DOTA2,TWITTER,N/A ,911,56,Photo
3097,2023-01-22 09:57:59.556,DOTA2,TWITTER,N/A ,3735,254,Photo
3098,2023-01-22 09:57:57.000,General ,FBPAGE,N/A ,34648,5415,Photo
3099,2023-01-22 09:00:03.765,General ,TWITTER,Community Engagement ,25169,288,Photo
3100,2023-01-22 09:00:02.000,General ,FBPAGE,Community Engagement ,40101,2520,Photo
3101,2023-01-21 19:18:40.000,General ,INSTAGRAM,N/A ,4888,0,Photo
3102,2023-01-21 18:45:52.000,General ,INSTAGRAM,N/A ,4827,0,Photo
3103,2023-01-21 18:44:55.877,General ,TWITTER,Community Engagement ,15100,106,Photo
3104,2023-01-21 17:59:39.399,General ,TWITTER,N/A ,1805,46,Video
3105,2023-01-21 17:54:19.475,General ,TWITTER,Community Engagement ,25422,1593,Photo
3106,2023-01-21 17:52:02.415,General ,TWITTER,N/A ,4079,51,Text
3107,2023-01-21 17:51:41.831,General ,TWITTER,N/A ,0,0,Photo
3108,2023-01-21 17:48:46.000,General ,YOUTUBE,N/A ,2931,199,Video
3109,2023-01-21 17:05:14.000,General ,INSTAGRAM,N/A ,4318,0,Photo
3110,2023-01-21 17:04:01.251,General ,TWITTER,Community Engagement ,14809,109,Photo
3111,2023-01-21 15:02:08.418,General ,INSTAGRAM,N/A ,0,0,Photo
3112,2023-01-21 15:02:08.412,General ,INSTAGRAM,N/A ,0,0,Photo
3113,2023-01-21 15:01:48.000,General ,INSTAGRAM,N/A ,3945,0,Video
3114,2023-01-21 15:00:34.859,General ,TWITTER,N/A ,26261,777,Video
3115,2023-01-21 13:12:04.013,General ,INSTAGRAM,N/A ,0,0,Photo
3116,2023-01-21 13:12:03.498,General ,INSTAGRAM,N/A ,0,0,Photo
3117,2023-01-21 13:11:57.000,General ,INSTAGRAM,N/A ,3981,0,Photo
3118,2023-01-21 13:08:22.990,General ,INSTAGRAM,N/A ,0,0,Photo
3119,2023-01-21 13:08:22.956,General ,INSTAGRAM,N/A ,0,0,Photo
3120,2023-01-21 13:08:20.045,General ,INSTAGRAM,N/A ,0,0,Photo
3121,2023-01-21 13:08:11.477,General ,INSTAGRAM,N/A ,0,0,Photo
3122,2023-01-21 13:08:11.414,General ,INSTAGRAM,N/A ,0,0,Photo
3123,2023-01-21 13:08:11.386,General ,INSTAGRAM,N/A ,0,0,Photo
3124,2023-01-21 13:08:11.381,General ,INSTAGRAM,N/A ,0,0,Photo
3125,2023-01-21 13:08:00.000,General ,INSTAGRAM,N/A ,4076,0,Video
3126,2023-01-21 13:07:49.000,General ,INSTAGRAM,N/A ,4175,0,Video
3127,2023-01-21 13:07:41.116,General ,INSTAGRAM,N/A ,0,0,Photo
3128,2023-01-21 13:07:41.000,General ,INSTAGRAM,N/A ,4303,0,Video
3129,2023-01-21 13:07:34.000,General ,INSTAGRAM,N/A ,4543,0,Photo
3130,2023-01-21 13:06:54.327,General ,TWITTER,N/A ,64614,4268,Mixed
3131,2023-01-21 09:43:37.000,General ,INSTAGRAM,N/A ,4552,0,Photo
3132,2023-01-21 09:42:03.719,CSGO,TWITTER,N/A ,1574,62,Photo
3133,2023-01-21 08:59:34.000,General ,INSTAGRAM,N/A ,4903,0,Photo
3134,2023-01-21 08:48:45.516,CSGO,TWITTER,N/A ,1963,32,Photo
3135,2023-01-21 08:44:54.944,CSGO,TWITTER,N/A ,3213,431,Video
3136,2023-01-21 08:37:12.865,CSGO,TWITTER,N/A ,1858,225,Video
3137,2023-01-21 07:44:07.736,CSGO,TWITTER,Community Engagement ,2748,88,Photo
3138,2023-01-21 07:44:06.000,General ,INSTAGRAM,N/A ,6012,0,Photo
3139,2023-01-21 05:00:23.016,CSGO,TWITTER,Community Engagement ,8878,930,Video
3140,2023-01-20 15:33:56.000,Content Creators,YOUTUBE,N/A ,1676,56,Video
3141,2023-01-20 15:33:49.000,Content Creators,YOUTUBE,N/A ,2031,130,Video
3142,2023-01-20 15:33:41.000,Content Creators,YOUTUBE,N/A ,225,15,Video
3143,2023-01-20 15:33:35.000,Content Creators,YOUTUBE,N/A ,349,23,Video
